Linha,Ordem,Descrição da Ordem,Estabelecimento,Nome Estabelecimento,Equipamento,Nome Equipamento,Tag,Descrição do Tag,Tipo de Manutenção,Descrição do Tipo Manutenção,Manutenção,Descrição da Manutenção,Plano,Urgência,Criticidade,Prioridade,Data Manutenção,Data Termino,Previsão Término,Inicio mais cedo,Inicio mais tarde,Data Inicio Original,Data Reabertura,Data Realocação,Data Prevista Manutenção,Parada,Descrição da Parada,Projeto,Descrição do Projeto,Analista,Nome do Analista,Planejador,Nome do Planejador,Equipe,Nome da Equipe,Causa,Descrição Causa,Sintoma,Descrição Sintoma,Intervenção,Descrição Intervenção,Empresa,Ord. Investimento,Conta da Ordem,Conta de Investimento,Ordem de Origem,Tarefa de Origem,Valor Contador,Valor Contador Acumulado,Taxa Produção,Custo Hora,Tempo Parada,Horas Reportadas,Valor Material,Valor Mão de Obra,Valor GGF,Estado,Estado OM,Estado da Preditiva,Usuário de Criação,Ordem Impressa,Observação Encerramento OM
0000000716,1277516,Cons - secador 14.912,1,METALURGICA MOR S.A - MATRIZ,14.912/000,CONJUNTO SECADOR + 1 FILTROS COALESCENTE,COMPRESSOR,COMPRESSORES DE AR,7,Corretiva,,,,1,2,400,18/07/2025,,19/07/2025,18/07/2025,18/07/2025,18/07/2025,,,18/07/2025,,,,,,,EQUIPE 02,EDUARDO RADTKE NUNES,,,,,,,,,1,0,18001010,41201004,0,0,0,0,0,0,0,0,0,0,0,Não Iniciada,Não Iniciada,Ok,jandre.ro - Jandre Alexandre Rozin,no,peças de conserto secador 14.912
0000000717,1252396,MANUT. CORRETIVA PERNAMBUCO,1,METALURGICA MOR S.A - MATRIZ,12.183/521,DOCA PARA EXPEDIÇÃO 2 - UNITLOAD,DOCA,DOCA,7,Corretiva,900,MANUT. CORRETIVA PERNAMBUCO,Manutenção,1,1,100,29/01/2025,,29/01/2025,29/01/2025,29/01/2025,29/01/2025,,,29/01/2025,,,,,,,ADM.MOLDE.PE,ADMINISTRAÇÃO MOLDES PE,FPE,FILIAL PERNANBUCO,,,,,,,1,0,18001010,41201004,0,0,0,0,0,0,0,0,0,0,0,Não Iniciada,Não Iniciada,Ok,claudio.bsf - CLAUDIO BENTO DA SILVA FILHO,no,FOI RETIRADO O CONJUNTO DE ELEVAÇÃO DA PLATAFORMA DAS DOCAS O MESMO ESTA DANIFICADO.
0000000718,1281069,Incongruência na P.512,1,METALURGICA MOR S.A - MATRIZ,12.183/521,DOCA PARA EXPEDIÇÃO 2 - UNITLOAD,DOCA,DOCA,7,Corretiva,60.3,MANUTENÇÃO CORRETIVA VERTICALIZADO,Manutenção,1,1,100,11/08/2025,,11/08/2025,11/08/2025,11/08/2025,11/08/2025,,,11/08/2025,,,,,,,EQUIPE 03,Wylliam Duolen Silveira,EQUIPE 3,VERTICALIZADO,,,,,,,1,0,18001010,41201004,0,0,0,0,0,0,0,0,0,0,0,Não Iniciada,Não Iniciada,Ok,anderson.ko - Anderson Henrique Konig,no,220.373 - Incongruência na P.512
0000000719,1281852,Carro Linear fora de posição P.523,1,METALURGICA MOR S.A - MATRIZ,12.183/521,DOCA PARA EXPEDIÇÃO 2 - UNITLOAD,DOCA,DOCA,7,Corretiva,60.3,MANUTENÇÃO CORRETIVA VERTICALIZADO,Manutenção,1,1,100,14/08/2025,,14/08/2025,14/08/2025,14/08/2025,14/08/2025,,,14/08/2025,,,,,,,EQUIPE 03,Wylliam Duolen Silveira,EQUIPE 3,VERTICALIZADO,,,,,,,1,0,18001010,41201004,0,0,0,0,0,0,0,0,0,0,0,Não Iniciada,Não Iniciada,Ok,anderson.ko - Anderson Henrique Konig,no,220.828 - Carro Linear fora de posição P.523
0000000720,1283476,sensor carro linear.,1,METALURGICA MOR S.A - MATRIZ,12.183/521,DOCA PARA EXPEDIÇÃO 2 - UNITLOAD,DOCA,DOCA,7,Corretiva,60.3,,OK,1,1,100,23/08/2025,,23/08/2025,23/08/2025,23/08/2025,23/08/2025,,,23/08/2025,,,,,,,EQUIPE 03,Wylliam Duolen Silveira,EQUIPE 3,VERTICALIZADO,,,,,,,1,0,18001010,41201004,0,0,0,0,0,0,0,0,0,0,0,Não Iniciada,Não Iniciada,Ok,leandro.co - Leandro Concatto,no,222.755 - sensor carro linear.
0000000721,1284156,Ajuste de sensor de posição do elevador,1,METALURGICA MOR S.A - MATRIZ,12.183/521,DOCA PARA EXPEDIÇÃO 2 - UNITLOAD,DOCA,DOCA,7,Corretiva,60.3,MANUTENÇÃO CORRETIVA VERTICALIZADO,Manutenção,1,1,100,27/08/2025,,27/08/2025,27/08/2025,27/08/2025,27/08/2025,,,27/08/2025,,,,,,,EQUIPE 03,Wylliam Duolen Silveira,EQUIPE 3,VERTICALIZADO,,,,,,,1,0,18001010,41201004,0,0,0,0,0,0,0,0,0,0,0,Não Iniciada,Não Iniciada,Ok,andrey.sa - Andrey dos Santos Santos,no,223.370 - Ajuste de sensor de posição do elevador
0000000722,1104374,trocar lâmpada,1,METALURGICA MOR S.A - MATRIZ,11.383/000,EMP. COMB. Nº 28 - A975Y11212L - YALE GLP50VX,EMP_COMB,EMPILHADEIRA COMBUSTÃO,7,Corretiva,,,,1,2,400,03/08/2021,,04/08/2021,03/08/2021,03/08/2021,03/08/2021,,,03/08/2021,,,,,,,CLAUBER,CLAUBER JUNIOR OLIVEIRA,90,MANUTENÇÃO TERCEIROS,,,,,,,1,0,18001010,41201004,0,0,0,0,0,0,0,0,0,0,0,Não Iniciada,Não Iniciada,Ok,empilhadeir2 - Terceirizado Empilhadeira HDL 2,yes,51.988 - trocar lâmpada boa tarde Trocar lâmpada da empilhadeira 28 - f01 - CC 35073
0000000723,1175588,Orçamento teto Empilhadeira 05.,1,METALURGICA MOR S.A - MATRIZ,8.387/000,EMP. COMB. Nº 05 - A975Y03279E - YALE GP06VX,EMP_COMB,EMPILHADEIRA COMBUSTÃO,7,Corretiva,60.4,MANUTENÇÃO CORRETIVA EMPILHADEIRA,Manutenção,1,2,400,19/06/2023,,19/06/2023,19/06/2023,19/06/2023,19/06/2023,03/08/2023,,19/06/2023,,,,,,,CLAUBER,CLAUBER JUNIOR OLIVEIRA,EQUIPE 4,Empilhadeira/Paleteira/PTA,EMP-01,EMPILHADEIRA COMBUSTÃO,EMP-03,DESGASTE OU QUEBRA DE COMPONENTES,EMP-01,SUBSTITUIÇÃO DE PEÇAS,1,0,18001010,41201004,0,0,0,0,0,0,",5",0,0,0,0,Iniciada,Iniciada,Ok,empilhadeir3 - Terceirizado Empilhadeira HDL 3,yes,"120.537 - Orçamento teto Empilhadeira 05. Orçamento teto Empilhadeira 05. Substituição do teto da empilhadeira, que está trincado. Centro de Custo 35021. Conta 41201004- MAT.MANUTENCAO. Duvidas falar com Coordenadores / Supervisão ALME."
0000000724,1184673,Aumentar Mangueira Botijão Gás,1,METALURGICA MOR S.A - MATRIZ,9.403/000,EMP. COMB. COMBILIFIT Nº 09 - 2010016 -MASTER,EMP_COMB,EMPILHADEIRA COMBUSTÃO,7,Corretiva,60.4,MANUTENÇÃO CORRETIVA EMPILHADEIRA,Manutenção,1,2,400,04/09/2023,,04/09/2023,04/09/2023,04/09/2023,04/09/2023,,,04/09/2023,,,,,,,CLAUBER,CLAUBER JUNIOR OLIVEIRA,EQUIPE 4,Empilhadeira/Paleteira/PTA,,,,,,,1,0,18001010,41201004,0,0,0,0,0,0,0,0,"599,85",0,0,Requisitada,Iniciada,Ok,empilhadeira - Terceirizado Empilhadeira,yes,129.143 - Aumentar Mangueira Botijão Gás Favor aumentar (1500cm) mangueira botijão P20 para podermos inverter o botijão para melhorar na hora do abastecimento e sanar possíveis avarias nas mangueiras hidráulicas que passam a baixo botijão.
0000000725,1271332,Conserto de porta,1,METALURGICA MOR S.A - MATRIZ,8.387/000,EMP. COMB. Nº 05 - A975Y03279E - YALE GP06VX,EMP_COMB,EMPILHADEIRA COMBUSTÃO,7,Corretiva,60.4,MANUTENÇÃO CORRETIVA EMPILHADEIRA,Manutenção,1,2,400,06/06/2025,,06/06/2025,06/06/2025,06/06/2025,06/06/2025,,,06/06/2025,,,,,,,CLAUBER,CLAUBER JUNIOR OLIVEIRA,EQUIPE 4,Empilhadeira/Paleteira/PTA,,,,,,,1,0,18001010,41201004,0,0,0,0,0,0,0,0,"838,51",0,0,Iniciada,Iniciada,Ok,empilhadeira - Terceirizado Empilhadeira,no,211.216 - Conserto de porta
0000000726,1277047,sem luz de freio,1,METALURGICA MOR S.A - MATRIZ,22.565/000,EMP. COMB. Nº 32 GLP 2.5N - E875Y01529Y- YALE,EMP_COMB,EMPILHADEIRA COMBUSTÃO,7,Corretiva,60.4,MANUTENÇÃO CORRETIVA EMPILHADEIRA,Manutenção,1,2,400,16/07/2025,,16/07/2025,16/07/2025,16/07/2025,16/07/2025,,,16/07/2025,,,,,,,CLAUBER,CLAUBER JUNIOR OLIVEIRA,EQUIPE 4,Empilhadeira/Paleteira/PTA,,,,,,,1,0,18001010,41201004,0,0,0,0,0,0,0,0,0,0,0,Não Iniciada,Não Iniciada,Ok,empilhadeira - Terceirizado Empilhadeira,no,216.627 - sem luz de freio PROBLEMA NA LUZ DE FREIO
0000000727,1277581,Problema na fechadura da porta esquerda.,1,METALURGICA MOR S.A - MATRIZ,10.252/000,EMP. COMB. Nº 14 - A975Y09678K - YALE GLP50VX,EMP_COMB,EMPILHADEIRA COMBUSTÃO,7,Corretiva,60.4,MANUTENÇÃO CORRETIVA EMPILHADEIRA,Manutenção,1,2,400,18/07/2025,,18/07/2025,18/07/2025,18/07/2025,18/07/2025,,,18/07/2025,,,,,,,CLAUBER,CLAUBER JUNIOR OLIVEIRA,EQUIPE 4,Empilhadeira/Paleteira/PTA,,,,,,,1,0,18001010,41201004,0,0,0,0,0,0,0,0,0,0,0,Iniciada,Iniciada,Ok,empilhadeir2 - Terceirizado Empilhadeira HDL 2,no,217.213 - Problema na fechadura da porta esquerda.
0000000728,1279006,Consertar banco,1,METALURGICA MOR S.A - MATRIZ,10.254/000,EMP. COMB. Nº 16 - A975Y09653K - YALE GLP50VX,EMP_COMB,EMPILHADEIRA COMBUSTÃO,7,Corretiva,60.4,MANUTENÇÃO CORRETIVA EMPILHADEIRA,Manutenção,1,2,400,29/07/2025,,29/07/2025,29/07/2025,29/07/2025,29/07/2025,,,29/07/2025,,,,,,,CLAUBER,CLAUBER JUNIOR OLIVEIRA,EQUIPE 4,Empilhadeira/Paleteira/PTA,,,,,,,1,0,18001010,41201004,0,0,0,0,0,0,0,0,0,0,0,Iniciada,Iniciada,Ok,empilhadeira - Terceirizado Empilhadeira,no,
0000000729,1279007,Consertar banco,1,METALURGICA MOR S.A - MATRIZ,10.250/000,EMP. COMB. Nº 12 - A975Y09647K - YALE GLP50VX,EMP_COMB,EMPILHADEIRA COMBUSTÃO,7,Corretiva,60.4,MANUTENÇÃO CORRETIVA EMPILHADEIRA,Manutenção,1,2,400,29/07/2025,,29/07/2025,29/07/2025,29/07/2025,29/07/2025,,,29/07/2025,,,,,,,CLAUBER,CLAUBER JUNIOR OLIVEIRA,EQUIPE 4,Empilhadeira/Paleteira/PTA,,,,,,,1,0,18001010,41201004,0,0,0,0,0,0,0,0,0,0,0,Iniciada,Iniciada,Ok,empilhadeira - Terceirizado Empilhadeira,no,
0000000730,1279659,Verificação e troca dos pneus.,1,METALURGICA MOR S.A - MATRIZ,8.387/000,EMP. COMB. Nº 05 - A975Y03279E - YALE GP06VX,EMP_COMB,EMPILHADEIRA COMBUSTÃO,7,Corretiva,60.4,MANUTENÇÃO CORRETIVA EMPILHADEIRA,Manutenção,1,2,400,01/08/2025,,01/08/2025,01/08/2025,01/08/2025,01/08/2025,,,01/08/2025,,,,,,,CLAUBER,CLAUBER JUNIOR OLIVEIRA,EQUIPE 4,Empilhadeira/Paleteira/PTA,,,,,,,1,0,18001010,41201004,0,0,0,0,0,0,0,0,0,0,0,Requisitada,Iniciada,Ok,empilhadeira - Terceirizado Empilhadeira,no,219.003 - Verificação e troca dos pneus.
0000000731,1279728,quebra do pino da porta,1,METALURGICA MOR S.A - MATRIZ,10.252/000,EMP. COMB. Nº 14 - A975Y09678K - YALE GLP50VX,EMP_COMB,EMPILHADEIRA COMBUSTÃO,7,Corretiva,60.4,MANUTENÇÃO CORRETIVA EMPILHADEIRA,Manutenção,1,2,400,01/08/2025,,01/08/2025,01/08/2025,01/08/2025,01/08/2025,,,01/08/2025,,,,,,,CLAUBER,CLAUBER JUNIOR OLIVEIRA,EQUIPE 4,Empilhadeira/Paleteira/PTA,,,,,,,1,0,18001010,41201004,0,0,0,0,0,0,0,0,0,0,0,Iniciada,Iniciada,Ok,empilhadeira - Terceirizado Empilhadeira,no,219.230 - quebra do pino da porta
0000000732,1281243,Pneu dianteiro esquerdo esta furado.,1,METALURGICA MOR S.A - MATRIZ,22.565/000,EMP. COMB. Nº 32 GLP 2.5N - E875Y01529Y- YALE,EMP_COMB,EMPILHADEIRA COMBUSTÃO,7,Corretiva,60.4,MANUTENÇÃO CORRETIVA EMPILHADEIRA,Manutenção,1,2,400,12/08/2025,,12/08/2025,12/08/2025,12/08/2025,12/08/2025,,,12/08/2025,,,,,,,CLAUBER,CLAUBER JUNIOR OLIVEIRA,EQUIPE 4,Empilhadeira/Paleteira/PTA,,,,,,,1,0,18001010,41201004,0,0,0,0,0,0,0,0,0,0,0,Iniciada,Iniciada,Ok,empilhadeira - Terceirizado Empilhadeira,no,220.625 - Pneu dianteiro esquerdo esta furado. Máquina esta na porta 406.
0000000733,1281390,Pneu furado.,1,METALURGICA MOR S.A - MATRIZ,9.230/000,EMP. COMB. Nº 07 - A975Y05762G YALE  GLP050VX,EMP_COMB,EMPILHADEIRA COMBUSTÃO,7,Corretiva,60.4,MANUTENÇÃO CORRETIVA EMPILHADEIRA,Manutenção,1,2,400,12/08/2025,,12/08/2025,12/08/2025,12/08/2025,12/08/2025,,,12/08/2025,,,,,,,CLAUBER,CLAUBER JUNIOR OLIVEIRA,EQUIPE 4,Empilhadeira/Paleteira/PTA,,,,,,,1,0,18001010,41201004,0,0,0,0,0,0,0,0,0,0,0,Iniciada,Iniciada,Ok,empilhadeir2 - Terceirizado Empilhadeira HDL 2,no,220.802 - Pneu furado.
0000000734,1281642,vazamento de gas,1,METALURGICA MOR S.A - MATRIZ,11.379/000,EMP. COMB. Nº 26 - A975Y11195L - YALE GLP50VX,EMP_COMB,EMPILHADEIRA COMBUSTÃO,7,Corretiva,60.4,MANUTENÇÃO CORRETIVA EMPILHADEIRA,Manutenção,1,2,400,13/08/2025,,13/08/2025,13/08/2025,13/08/2025,13/08/2025,,,13/08/2025,,,,,,,CLAUBER,CLAUBER JUNIOR OLIVEIRA,EQUIPE 4,Empilhadeira/Paleteira/PTA,,,,,,,1,0,18001010,41201004,0,0,0,0,0,0,0,0,0,0,0,Não Iniciada,Não Iniciada,Ok,empilhadeir2 - Terceirizado Empilhadeira HDL 2,no,221.014 - vazamento de gas
0000000735,1281834,"Emp. Comb. nº27, maquina com barulho",1,METALURGICA MOR S.A - MATRIZ,11.376/000,EMP. COMB. Nº 27 - A975Y11163L - YALE GLP50VX,EMP_COMB,EMPILHADEIRA COMBUSTÃO,7,Corretiva,60.4,MANUTENÇÃO CORRETIVA EMPILHADEIRA,Manutenção,1,2,400,14/08/2025,,14/08/2025,14/08/2025,14/08/2025,14/08/2025,,,14/08/2025,,,,,,,CLAUBER,CLAUBER JUNIOR OLIVEIRA,EQUIPE 4,Empilhadeira/Paleteira/PTA,,,,,,,1,0,18001010,41201004,0,0,0,0,0,0,0,0,0,0,0,Requisitada,Não Iniciada,Ok,empilhadeir2 - Terceirizado Empilhadeira HDL 2,no,"221.240 - Emp. Comb. nº27, maquina com barulho Emp. Comb. nº27, maquina com barulho"
0000000736,1282007,Vazamento de agua,1,METALURGICA MOR S.A - MATRIZ,10.254/000,EMP. COMB. Nº 16 - A975Y09653K - YALE GLP50VX,EMP_COMB,EMPILHADEIRA COMBUSTÃO,7,Corretiva,60.4,MANUTENÇÃO CORRETIVA EMPILHADEIRA,Manutenção,1,2,400,15/08/2025,,15/08/2025,15/08/2025,15/08/2025,15/08/2025,,,15/08/2025,,,,,,,CLAUBER,CLAUBER JUNIOR OLIVEIRA,EQUIPE 4,Empilhadeira/Paleteira/PTA,,,,,,,1,0,18001010,41201004,0,0,0,0,0,0,0,0,0,0,0,Iniciada,Iniciada,Ok,empilhadeir2 - Terceirizado Empilhadeira HDL 2,no,221.363 - Vazamento de agua  Vazamento de agua
0000000737,1282301,"Empilhadeira não liga, possível problema no motor",1,METALURGICA MOR S.A - MATRIZ,10.257/000,EMP. COMB. Nº 19 - A975Y09670K - YALE GLP50VX,EMP_COMB,EMPILHADEIRA COMBUSTÃO,7,Corretiva,60.4,MANUTENÇÃO CORRETIVA EMPILHADEIRA,Manutenção,1,2,400,18/08/2025,,18/08/2025,18/08/2025,18/08/2025,18/08/2025,28/08/2025,,18/08/2025,,,,,,,CLAUBER,CLAUBER JUNIOR OLIVEIRA,EQUIPE 4,Empilhadeira/Paleteira/PTA,EMP-01,EMPILHADEIRA COMBUSTÃO,EMP-03,DESGASTE OU QUEBRA DE COMPONENTES,EMP-01,SUBSTITUIÇÃO DE PEÇAS,1,0,18001010,41201004,0,0,0,0,0,0,"2,83",0,0,0,0,Iniciada,Iniciada,Ok,empilhadeir1 - Terceirizado Empilhadeira HDL 1,no,"221.692 - Empilhadeira não liga, possível problema no motor Empilhadeira não liga, possível problema no motor. Empilhadeira 019"
0000000738,1282641,Trocar cabeçote do motor,1,METALURGICA MOR S.A - MATRIZ,11.383/000,EMP. COMB. Nº 28 - A975Y11212L - YALE GLP50VX,EMP_COMB,EMPILHADEIRA COMBUSTÃO,7,Corretiva,60.4,MANUTENÇÃO CORRETIVA EMPILHADEIRA,Manutenção,1,2,400,19/08/2025,,19/08/2025,19/08/2025,19/08/2025,19/08/2025,,,19/08/2025,,,,,,,CLAUBER,CLAUBER JUNIOR OLIVEIRA,EQUIPE 4,Empilhadeira/Paleteira/PTA,,,,,,,1,0,18001010,41201004,0,0,0,0,0,0,0,0,0,0,0,Iniciada,Iniciada,Ok,empilhadeira - Terceirizado Empilhadeira,no,
0000000739,1283080,suporte do gas danificado,1,METALURGICA MOR S.A - MATRIZ,22.563/000,EMP. COMB. Nº 30 GLP 2.5N - E875Y01538Y- YALE,EMP_COMB,EMPILHADEIRA COMBUSTÃO,7,Corretiva,60.4,MANUTENÇÃO CORRETIVA EMPILHADEIRA,Manutenção,1,2,400,21/08/2025,,21/08/2025,21/08/2025,21/08/2025,21/08/2025,,,21/08/2025,,,,,,,CLAUBER,CLAUBER JUNIOR OLIVEIRA,EQUIPE 4,Empilhadeira/Paleteira/PTA,,,,,,,1,0,18001010,41201004,0,0,0,0,0,0,0,0,0,0,0,Não Iniciada,Não Iniciada,Ok,empilhadeira - Terceirizado Empilhadeira,no,222.056 - suporte do gas danificado
0000000740,1283083,quebra do radiador,1,METALURGICA MOR S.A - MATRIZ,11.378/000,EMP. COMB. Nº 21 - A975Y11167L - YALE GLP50VX,EMP_COMB,EMPILHADEIRA COMBUSTÃO,7,Corretiva,60.4,MANUTENÇÃO CORRETIVA EMPILHADEIRA,Manutenção,1,2,400,21/08/2025,,21/08/2025,21/08/2025,21/08/2025,21/08/2025,,,21/08/2025,,,,,,,CLAUBER,CLAUBER JUNIOR OLIVEIRA,EQUIPE 4,Empilhadeira/Paleteira/PTA,,,EMP-03,DESGASTE OU QUEBRA DE COMPONENTES,,,1,0,18001010,41201004,0,0,0,0,0,0,0,0,0,0,0,Iniciada,Iniciada,Ok,empilhadeira - Terceirizado Empilhadeira,no,222.364 - quebra do radiador quebra do radiador
0000000741,1283222,problema para ligar a máquina,1,METALURGICA MOR S.A - MATRIZ,11.383/000,EMP. COMB. Nº 28 - A975Y11212L - YALE GLP50VX,EMP_COMB,EMPILHADEIRA COMBUSTÃO,7,Corretiva,60.4,MANUTENÇÃO CORRETIVA EMPILHADEIRA,Manutenção,1,2,400,21/08/2025,,21/08/2025,21/08/2025,21/08/2025,21/08/2025,,,21/08/2025,,,,,,,CLAUBER,CLAUBER JUNIOR OLIVEIRA,EQUIPE 4,Empilhadeira/Paleteira/PTA,,,,,,,1,0,18001010,41201004,0,0,0,0,0,0,0,0,0,0,0,Iniciada,Iniciada,Ok,empilhadeir2 - Terceirizado Empilhadeira HDL 2,no,222.460 - problema para ligar a máquina empilhadeira demora para ligar.
0000000742,1283359,"Emp. Comb. nº22, pneu furado",1,METALURGICA MOR S.A - MATRIZ,11.380/000,EMP. COMB. Nº 22 - A975Y11196L - YALE GLP50VX,EMP_COMB,EMPILHADEIRA COMBUSTÃO,7,Corretiva,60.4,MANUTENÇÃO CORRETIVA EMPILHADEIRA,Manutenção,1,2,400,22/08/2025,,22/08/2025,22/08/2025,22/08/2025,22/08/2025,,,22/08/2025,,,,,,,CLAUBER,CLAUBER JUNIOR OLIVEIRA,EQUIPE 4,Empilhadeira/Paleteira/PTA,,,,,,,1,0,18001010,41201004,0,0,0,0,0,0,0,0,0,0,0,Não Iniciada,Não Iniciada,Ok,empilhadeira - Terceirizado Empilhadeira,no,"222.517 - Emp. Comb. nº22, pneu furado Emp. Comb. nº22, pneu furado"
0000000743,1283548,desligou e não liga mais,1,METALURGICA MOR S.A - MATRIZ,8.387/000,EMP. COMB. Nº 05 - A975Y03279E - YALE GP06VX,EMP_COMB,EMPILHADEIRA COMBUSTÃO,7,Corretiva,60.4,MANUTENÇÃO CORRETIVA EMPILHADEIRA,Manutenção,1,2,400,23/08/2025,,23/08/2025,23/08/2025,23/08/2025,23/08/2025,,,23/08/2025,,,,,,,CLAUBER,CLAUBER JUNIOR OLIVEIRA,EQUIPE 4,Empilhadeira/Paleteira/PTA,,,,,,,1,0,18001010,41201004,0,0,0,0,0,0,0,0,0,0,0,Iniciada,Iniciada,Ok,empilhadeir2 - Terceirizado Empilhadeira HDL 2,no,222.822 - desligou e não liga mais
0000000744,1283703,"Emp. Comb. nº27, pneu furado.",1,METALURGICA MOR S.A - MATRIZ,11.376/000,EMP. COMB. Nº 27 - A975Y11163L - YALE GLP50VX,EMP_COMB,EMPILHADEIRA COMBUSTÃO,7,Corretiva,60.4,MANUTENÇÃO CORRETIVA EMPILHADEIRA,Manutenção,1,2,400,25/08/2025,,25/08/2025,25/08/2025,25/08/2025,25/08/2025,,,25/08/2025,,,,,,,CLAUBER,CLAUBER JUNIOR OLIVEIRA,EQUIPE 4,Empilhadeira/Paleteira/PTA,,,,,,,1,0,18001010,41201004,0,0,0,0,0,0,0,0,0,0,0,Não Iniciada,Não Iniciada,Ok,empilhadeira - Terceirizado Empilhadeira,no,"222.651 - Emp. Comb. nº27, pneu furado. Emp. Comb. nº27, pneu furado."
0000000745,1283777,TRINCO DA PORTA QUEBRADO,1,METALURGICA MOR S.A - MATRIZ,10.252/000,EMP. COMB. Nº 14 - A975Y09678K - YALE GLP50VX,EMP_COMB,EMPILHADEIRA COMBUSTÃO,7,Corretiva,60.4,MANUTENÇÃO CORRETIVA EMPILHADEIRA,Manutenção,1,2,400,25/08/2025,,25/08/2025,25/08/2025,25/08/2025,25/08/2025,,,25/08/2025,,,,,,,CLAUBER,CLAUBER JUNIOR OLIVEIRA,EQUIPE 4,Empilhadeira/Paleteira/PTA,,,,,,,1,0,18001010,41201004,0,0,0,0,0,0,0,0,0,0,0,Iniciada,Iniciada,Ok,empilhadeir2 - Terceirizado Empilhadeira HDL 2,no,222.995 - TRINCO DA PORTA QUEBRADO
0000000746,1283858,maquina falhando,1,METALURGICA MOR S.A - MATRIZ,11.382/000,EMP. COMB. Nº 20 - A975Y11208L - YALE GLP50VX,EMP_COMB,EMPILHADEIRA COMBUSTÃO,7,Corretiva,60.4,MANUTENÇÃO CORRETIVA EMPILHADEIRA,Manutenção,1,2,400,26/08/2025,,26/08/2025,26/08/2025,26/08/2025,26/08/2025,,,26/08/2025,,,,,,,CLAUBER,CLAUBER JUNIOR OLIVEIRA,EQUIPE 4,Empilhadeira/Paleteira/PTA,,,EMP-03,DESGASTE OU QUEBRA DE COMPONENTES,,,1,0,18001010,41201004,0,0,0,0,0,0,0,0,0,0,0,Requisitada,Não Iniciada,Ok,empilhadeira - Terceirizado Empilhadeira,no,223.141 - maquina falhando
0000000747,1283913,completar oleo,1,METALURGICA MOR S.A - MATRIZ,10.254/000,EMP. COMB. Nº 16 - A975Y09653K - YALE GLP50VX,EMP_COMB,EMPILHADEIRA COMBUSTÃO,7,Corretiva,60.4,MANUTENÇÃO CORRETIVA EMPILHADEIRA,Manutenção,1,2,400,26/08/2025,,26/08/2025,26/08/2025,26/08/2025,26/08/2025,,,26/08/2025,,,,,,,CLAUBER,CLAUBER JUNIOR OLIVEIRA,EQUIPE 4,Empilhadeira/Paleteira/PTA,,,,,,,1,0,18001010,41201004,0,0,0,0,0,0,0,0,0,0,0,Requisitada,Não Iniciada,Ok,empilhadeir2 - Terceirizado Empilhadeira HDL 2,no,223.189 - completar oleo
0000000748,1283961,"Emp. Comb. nº27, pneu furado.",1,METALURGICA MOR S.A - MATRIZ,11.376/000,EMP. COMB. Nº 27 - A975Y11163L - YALE GLP50VX,EMP_COMB,EMPILHADEIRA COMBUSTÃO,7,Corretiva,60.4,MANUTENÇÃO CORRETIVA EMPILHADEIRA,Manutenção,1,2,400,26/08/2025,,26/08/2025,26/08/2025,26/08/2025,26/08/2025,,,26/08/2025,,,,,,,CLAUBER,CLAUBER JUNIOR OLIVEIRA,EQUIPE 4,Empilhadeira/Paleteira/PTA,,,,,,,1,0,18001010,41201004,0,0,0,0,0,0,0,0,0,0,0,Não Iniciada,Não Iniciada,Ok,empilhadeir2 - Terceirizado Empilhadeira HDL 2,no,"223.236 - Emp. Comb. nº27, pneu furado. Emp. Comb. nº27, pneu furado."
0000000749,1283962,REPOR ÓLEO,1,METALURGICA MOR S.A - MATRIZ,11.377/000,EMP. COMB. Nº 25 - A975Y11165L - YALE GLP50VX,EMP_COMB,EMPILHADEIRA COMBUSTÃO,7,Corretiva,60.4,MANUTENÇÃO CORRETIVA EMPILHADEIRA,Manutenção,1,2,400,26/08/2025,,26/08/2025,26/08/2025,26/08/2025,26/08/2025,,,26/08/2025,,,,,,,CLAUBER,CLAUBER JUNIOR OLIVEIRA,EQUIPE 4,Empilhadeira/Paleteira/PTA,,,02,NIVEL ÓLEO BAIXO,,,1,0,18001010,41201004,0,0,0,0,0,0,0,0,0,0,0,Requisitada,Não Iniciada,Ok,empilhadeir2 - Terceirizado Empilhadeira HDL 2,no,223.129 - REPOR ÓLEO REPOR ÓLEO
0000000750,1283964,REPOR ÓLEO,1,METALURGICA MOR S.A - MATRIZ,11.378/000,EMP. COMB. Nº 21 - A975Y11167L - YALE GLP50VX,EMP_COMB,EMPILHADEIRA COMBUSTÃO,7,Corretiva,60.4,MANUTENÇÃO CORRETIVA EMPILHADEIRA,Manutenção,1,2,400,26/08/2025,,26/08/2025,26/08/2025,26/08/2025,26/08/2025,,,26/08/2025,,,,,,,CLAUBER,CLAUBER JUNIOR OLIVEIRA,EQUIPE 4,Empilhadeira/Paleteira/PTA,,,02,NIVEL ÓLEO BAIXO,,,1,0,18001010,41201004,0,0,0,0,0,0,0,0,0,0,0,Requisitada,Não Iniciada,Ok,empilhadeir2 - Terceirizado Empilhadeira HDL 2,no,223.128 - REPOR ÓLEO REPOR ÓLEO
